"Date","Bid","Ask","First","High","Low","Last","Change","Capital Adjusted","Volume Traded","$ Value Traded","Trades"
"23 Oct 2018","28.380","29.000","29.000","29.000","28.380","28.490","-0.490","+28.490","19008","542909.82","57"
"19 Oct 2018","28.800","29.100","29.000","29.050","28.680","28.980","-0.120","+28.980","8450","244020.13","26"
"18 Oct 2018","28.900","29.100","28.800","29.100","28.800","29.100","+0.330","+29.100","43504","1258360.80","40"
"17 Oct 2018","28.710","28.840","29.000","29.000","28.770","28.770","+0.350","+28.770","9774","282347.54","28"
"16 Oct 2018","28.400","28.420","28.480","28.840","28.300","28.420","-0.050","+28.420","21800","618750.77","42"
"15 Oct 2018","28.470","29.900","29.150","29.510","28.450","28.470","-0.530","+28.470","38181","1103109.93","98"
"12 Oct 2018","29.000","29.150","28.600","29.000","28.540","29.000","+0.070","+29.000","23331","668465.49","80"
"11 Oct 2018","28.900","29.150","29.050","29.200","28.900","28.930","-0.570","+28.930","39824","1155635.75","82"
"10 Oct 2018","29.490","29.500","29.600","29.600","29.410","29.500","-0.070","+29.500","21423","632117.19","54"
"09 Oct 2018","29.570","30.000","29.800","29.800","29.570","29.570","-0.230","+29.570","27015","801891.01","47"
"08 Oct 2018","29.800","30.000","29.950","29.950","29.800","29.800","-0.200","+29.800","6523","194831.55","16"
"05 Oct 2018","30.000","30.500","29.820","30.170","29.820","30.000","+0.090","+30.000","7174","214933.62","26"
"04 Oct 2018","29.810","30.300","29.850","30.040","29.760","29.910","+0.200","+29.910","5224","156416.60","24"
"03 Oct 2018","29.710","29.850","29.850","30.060","29.680","29.710","-0.110","+29.710","24146","720322.19","98"
"02 Oct 2018","29.820","30.200","29.910","30.400","29.750","29.820","-0.130","+29.820","30030","900182.09","65"
"01 Oct 2018","29.950","30.770","30.760","30.760","29.950","29.950","-1.000","+29.950","20157","604713.85","59"
"28 Sep 2018","30.640","31.000","30.150","30.950","29.800","30.950","+0.790","+30.950","55516","1674274.12","93"
"27 Sep 2018","30.160","30.400","30.350","30.350","30.160","30.160","-0.190","+30.160","6836","206805.86","22"
"26 Sep 2018","30.250","30.400","30.480","30.550","30.280","30.350","-0.130","+30.350","21329","648354.15","31"
"25 Sep 2018","30.400","30.480","30.680","30.680","30.480","30.480","-0.120","+30.480","22363","681606.77","25"
"24 Sep 2018","30.500","30.730","30.720","30.720","30.500","30.600","-0.130","+30.600","9281","283715.35","31"
"21 Sep 2018","30.610","30.760","30.750","30.850","30.690","30.730","-0.020","+30.730","9823","302225.69","24"
"20 Sep 2018","30.500","31.350","30.950","31.010","30.650","30.750","-0.240","+30.750","13200","406734.32","27"
"19 Sep 2018","30.210","30.990","30.540","30.990","30.540","30.990","+0.570","+30.990","15170","468144.33","20"
"18 Sep 2018","30.210","30.700","30.400","30.500","30.300","30.420","+0.050","+30.420","20823","632436.49","24"
"17 Sep 2018","30.200","30.490","30.300","30.460","30.250","30.370","+0.050","+30.370","26668","808672.21","59"
"14 Sep 2018","30.300","30.420","30.250","30.450","30.250","30.320","+0.060","+30.320","12593","381218.77","26"
"13 Sep 2018","30.110","30.290","30.290","30.290","30.110","30.260","+0.170","+30.260","10305","311195.77","20"
"12 Sep 2018","30.100","30.300","30.380","30.380","30.090","30.090","-0.290","+30.090","18936","571295.01","45"
"11 Sep 2018","30.300","30.700","30.250","30.400","30.110","30.380","+0.130","+30.380","19995","604889.17","52"
"10 Sep 2018","30.100","30.250","30.260","30.260","30.060","30.250","0.000","+30.250","15907","478994.38","35"
"07 Sep 2018","30.160","30.350","30.240","30.400","30.180","30.250","+0.010","+30.250","18152","548957.46","37"
"06 Sep 2018","30.100","30.200","30.500","30.520","30.240","30.240","-0.460","+30.240","20506","623722.13","51"
"05 Sep 2018","30.500","30.700","31.050","31.050","30.560","30.700","-0.120","+30.700","16492","506784.92","62"
"04 Sep 2018","30.750","31.180","31.200","31.200","30.800","30.820","-0.280","+30.820","8600","266853.80","30"
"03 Sep 2018","31.100","31.200","31.300","31.350","31.060","31.100","-0.200","+31.100","17018","529797.76","39"
"31 Aug 2018","31.200","31.300","31.250","31.400","31.200","31.300","-0.150","+31.300","20512","642128.28","40"
"30 Aug 2018","31.000","31.600","31.300","31.650","31.250","31.450","+0.250","+31.450","19736","621345.47","54"
"29 Aug 2018","31.000","31.450","30.620","31.200","30.620","31.200","+0.940","+31.200","72602","2251160.98","54"
"28 Aug 2018","31.050","30.890","30.450","30.450","30.260","30.260","-0.090","+30.260","3811","115955.91","11"
"27 Aug 2018","30.260","30.400","30.600","30.700","30.050","30.350","-0.200","+30.350","47291","1439745.86","75"
"24 Aug 2018","30.550","30.720","31.020","31.020","30.150","30.550","-0.530","+30.550","52337","1595572.41","152"
"23 Aug 2018","31.010","31.500","32.050","32.050","30.950","31.080","-0.880","+31.080","34229","1074214.24","79"
"22 Aug 2018","31.920","32.050","32.500","32.500","31.720","31.960","-0.540","+31.960","59320","1905938.32","87"
"21 Aug 2018","32.500","33.450","33.400","33.400","32.500","32.500","-0.750","+32.500","16626","546267.29","20"
"20 Aug 2018","33.000","33.450","33.300","33.420","33.140","33.250","-0.230","+33.250","14906","495581.30","20"
"17 Aug 2018","33.300","33.490","33.230","33.500","33.230","33.480","+0.380","+33.480","6222","208000.25","14"
"16 Aug 2018","33.000","33.400","33.400","33.400","33.000","33.100","-0.100","+33.100","11715","389435.24","32"
"15 Aug 2018","33.200","33.450","33.050","33.330","33.050","33.200","+0.200","+33.200","12011","398954.02","21"
"14 Aug 2018","32.990","33.000","32.400","33.070","32.400","33.000","+0.600","+33.000","9045","297240.28","30"
"13 Aug 2018","32.240","32.450","32.900","32.900","32.400","32.400","-0.670","+32.400","2154","70277.35","10"
"10 Aug 2018","32.780","33.070","32.780","33.100","32.780","33.070","+0.280","+33.070","9291","306316.30","21"
"09 Aug 2018","32.780","32.900","32.250","32.900","32.250","32.790","+0.640","+32.790","31547","1031303.03","82"
